"id","species","primary_breed","secondary_breed","gender","altered","age_intake","age_group","intake_asilomar","intake_condition","intake_date","intake_type","intake_subtype","intake_reason","intake_sitename","agency_name","outcome_asilomar","release_date","outcome_date","outcome_type","outcome_subtype","outcome_sitename","outcome_city","outcome_state","outcome_ZIP","wait_days","wday_intake","data.card.id","animal_type","date_start","checklist_ACCT","checklist_CHQ","checklist_LL","checklist_PP","checklist_SPCA","checklist_TR","checklist_VET","wday_start","date_submitted","ideal_adoption_timeline","reason_for_adoption","specific_animal","adults_in_home","children_in_home","all_household_agree","allergies","home_owner","home_pet_policy","budget_monthly","budget_emergency","home_alone_avg","home_alone_max","return_pet","how_heard","reason.for.adoption_gift_ind","reason.for.adoption_mouser_ind","reason.for.adoption_my.kids_ind","reason.for.adoption_myself_ind","reason.for.adoption_other_ind","reason.for.adoption_protection_ind","experience_bred.sold_ind","experience_current.housemates.pet_ind","experience_currently.have.pet_ind","experience_euthanized_ind","experience_given.away_ind","experience_given.to.shelter_ind","experience_grew.up.with_ind","experience_never.lived.with_ind","experience_past.housemates.pet_ind","experience_pet.died.in.care_ind","experience_pet.ran.away_ind","pet.kept_crate_ind","pet.kept_inside.only_ind","pet.kept_inside.outside_ind","pet.kept_inside.with.yard.access_ind","pet.kept_leash.harness_ind","pet.kept_other_ind","pet.kept_outside.only_ind","pet.kept_supervised.in.my.yard_ind","pet.kept_unsupervised.access.to.my.yard.9doggie.door.etc_ind","pet.kept_unsupervised.access.to.my.yard.doggie.door.etc_ind","exercise_dog.parks_ind","exercise_jogging.together_ind","exercise_not.much_ind","exercise_other.pets_ind","exercise_playing.in.my.yard_ind","exercise_toys_ind","exercise_walks.off.leash_ind","exercise_walks.on.leash_ind","needs_declaw_ind","needs_groom.myself_ind","needs_nail.clip_ind","needs_no.grooming_ind","needs_not.sure_ind","needs_other_ind","needs_professional.groomer_ind","needs_scratching.post_ind","return_allergies.appear_ind","return_becomes.aggressive_ind","return_destructive_ind","return_jumps.on.furniture_ind","return_moving.too.far_ind","return_new.baby_ind","return_not.allowed.new.living.space_ind","return_not.enough.time_ind","return_not.housebroken_ind","return_other_ind","return_pet.sheds_ind","return_too.playful_ind","return_vet.becomes.expensive_ind","return_ind"
"5b980faddae81f3c5f74536f","Cat","Domestic Shorthair","Mix","M","Yes",1,"6 to 12 weeks","Healthy","Healthy",2018-06-23,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-09-13,2018-09-13,"Adoption","PAC","PAC","PHILADELPHIA","PA",19124,82,"Sat","5b980faddae81f3c5f74536f","cat","2018-09-11 18:55:41",NA,0.01,0,0.01,NA,0,0.01,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b9d4c209152035e70bd0c8f","Cat","Domestic Shorthair","Mix","F","Yes",1,"1 to 2 years","Healthy","Healthy",2018-06-23,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-09-15,2018-09-15,"Adoption","PAC","PAC","PHILADELPHIA","PA",19139,84,"Sat","5b9d4c209152035e70bd0c8f","cat","2018-09-15 18:14:56",NA,0.01,0,0,NA,0,0.01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b60a54130be6e0599954f44","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Unhealthy/Untreatable","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Unhealthy/Untreatable",2018-08-18,2018-08-18,"Adoption","PAC","PAC","PHILADELPHIA","PA",19104,56,"Sat","5b60a54130be6e0599954f44","cat","2018-07-31 18:06:57",NA,0.99,0.95,0.95,NA,0.95,0.95,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57b0d0a3c473065ae66852c6","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Unhealthy/Untreatable","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-10-31,2018-10-31,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19134,130,"Sat","57b0d0a3c473065ae66852c6","cat","2018-08-29 18:22:52",NA,0.02,0,0.02,NA,0,0.94,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b8837d43de2fa6cb17adaef","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Unhealthy/Untreatable","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Unhealthy/Untreatable",2018-08-30,2018-08-30,"Adoption","PAC","PAC","PHILADELPHIA","PA",19130,68,"Sat","5b8837d43de2fa6cb17adaef","cat","2018-08-30 18:30:44",NA,0,0,0,NA,0,0,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57b0d0a3c473065ae66852c6","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Unhealthy/Untreatable","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Healthy",2018-10-31,2018-10-31,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19134,130,"Sat","57b0d0a3c473065ae66852c6","cat","2018-08-29 18:22:52",NA,0.02,0,0.02,NA,0,0.94,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b6748976553151f64c9887c","Cat","Domestic Shorthair","Mix","M","Yes",1,"6 to 12 weeks","Unhealthy/Untreatable","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","Camden County Animal Shelter","Unhealthy/Untreatable",2018-08-18,2018-08-18,"Adoption","PAC","PAC","PHILADELPHIA","PA",19129,56,"Sat","5b6748976553151f64c9887c","cat","2018-08-05 18:57:27",NA,0,0,0,NA,0,0,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b1d8e15e6b7e2e0f9643bae","Cat","Domestic Shorthair","Mix","M","Yes",5,"12 weeks to 6 months","Healthy","Healthy",2018-06-23,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly","Healthy",2018-06-25,2018-06-25,"Adoption","PAC","PAC","PHILADELPHIA","PA",19106,2,"Sat","5b1d8e15e6b7e2e0f9643bae","cat","2018-06-10 20:46:13",NA,0.01,0.01,0.01,NA,0.01,1.64,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b28692ba3bc8a0c3e19a9f9","Cat","Domestic Shorthair","Mix","M","Yes",6,"12 weeks to 6 months","Healthy","Healthy",2018-07-08,"Return","Returned Adoption","Allergic to Animal","PAC",NA,"Healthy",2018-07-15,2018-07-15,"Adoption","PAC","PAWS Offsite Adoptions","NARBERTH","PA",19072,7,"Sun","5b28692ba3bc8a0c3e19a9f9","cat","2018-06-19 02:23:39",NA,0.44,0.44,0.44,NA,0.44,0.57,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b957158ce41401b7194694e","Cat","Domestic Shorthair","Mix","M","Yes",9,"6 months to 1 year","Healthy","Healthy",2018-06-23,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-09-09,2018-09-09,"Adoption","PAC","PAC","PHILADELPHIA","PA",19102,78,"Sat","5b957158ce41401b7194694e","cat","2018-09-09 19:15:36",NA,0.01,0.01,0.01,NA,0,NA,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b36a6b49ba4a1a0a191e4aa","Cat","Domestic Shorthair","Mix","F","Yes",2,"12 weeks to 6 months",NA,"Healthy",2018-06-25,"Owner/Guardian Surrender","In Person Surrender to Shelter","Inadequate Housing / Yard","Grays Ferry Avenue",NA,NA,2018-06-29,2018-06-29,"Adoption","PAC","PAC","PHILADELPHIA","PA",19148,4,"Mon","5b36a6b49ba4a1a0a191e4aa","cat","2018-06-29 21:37:56",NA,0,NA,0,NA,0,0,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b4e1e3c364fa77d27347630","Dog","Shih Tzu","Mix","M","Yes",48,"4 to 6 years","Treatable-Manageable","Sick",2018-06-25,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly","Treatable-Manageable",2018-08-19,2018-08-19,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19107,55,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b93ffc36eee5777ac51fb26","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Healthy","Healthy",2018-06-25,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2018-10-02,2018-10-02,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19104,99,"Mon","5b93ffc36eee5777ac51fb26","cat","2018-09-08 18:07:44",NA,0,0,0,NA,0,0,"Sat",2018-09-08,"today","myself",TRUE,"1",0,"yes","mildly-allergic","company","yes",250,500,4,9,"none,becomes-aggressive","other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5be738c350bb253935bf51bd","Cat","Domestic Shorthair","Mix","M","Yes",1,"6 to 12 weeks","Healthy","Healthy",2018-06-25,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2019-01-17,2019-01-17,"Adoption","Project Meow","PAWS Foster Program","PHILADELPHIA","PA",19139,206,"Mon","5be738c350bb253935bf51bd","cat","2018-11-10 20:00:03",NA,1,1,1,NA,1,1,"Sat",2018-11-10,"one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","company","havent-asked",150,10000,9,10,"none","website",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5be738c350bb253935bf51bd","Cat","Domestic Shorthair","Mix","F","Yes",1,"6 to 12 weeks","Healthy","Healthy",2018-06-25,"Stray","Project Meow",NA,"PAWS Foster Program",NA,"Healthy",2019-01-17,2019-01-17,"Adoption","Project Meow","PAWS Foster Program","PHILADELPHIA","PA",19139,206,"Mon","5be738c350bb253935bf51bd","cat","2018-11-10 20:00:03",NA,1,1,1,NA,1,1,"Sat",2018-11-10,"one-month-or-more","myself",TRUE,"0",0,"yes","no-allergies","company","havent-asked",150,10000,9,10,"none","website",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5bfc315d1d67ce458bebcc45","Dog","Chihuahua, Short Coat","Mix","F","Yes",84,"6 to 10 years","Treatable-Manageable","Sick",2018-06-25,"Owner/Guardian Surrender","ACCT Diversion","Allergic to Animal","Grays Ferry Avenue",NA,"Treatable-Manageable",2018-12-01,2018-12-01,"Adoption","Foster Home","Grant Avenue","PHILADELPHIA","PA",19149,159,"Mon","5bfc315d1d67ce458bebcc45","dog","2018-11-26 17:46:05",NA,2.09,2.09,2.09,NA,2.09,2.1,"Mon",2018-11-26,"today","other",TRUE,"1",0,"yes","no-allergies","family-friend",NA,1500,2000,NA,1,"none","website",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b26ae30bce2bf14dd289cec","Cat","American Shorthair","American Wirehair","M","Yes",2,"6 to 12 weeks",NA,"Sick",2018-06-25,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","ACCT Philly","Healthy",2018-08-29,2018-08-29,"Adoption","Foster Home","Grant Avenue","PHILADELPHIA","PA",19115,65,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a932a53889b9f3a58b996f6","Cat","Domestic Medium Hair","Mix","M","Yes",2,"6 to 12 weeks",NA,"Sick",2018-06-25,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","ACCT Philly",NA,2018-10-17,2018-10-17,"Adoption","Grant Avenue","Grant Avenue","ABINGTON","PA",19001,114,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a932a53889b9f3a58b996f6","Cat","Domestic Shorthair","Mix","M","Yes",2,"6 to 12 weeks",NA,"Sick",2018-06-25,"Transfer In","Partner Transfer In","Rescue","Grant Avenue","ACCT Philly",NA,2018-10-17,2018-10-17,"Adoption","Grant Avenue","Grant Avenue","ABINGTON","PA",19001,114,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b2c52080f664e5bd4596dd9","Cat","Domestic Shorthair","Mix","M","Yes",1,"4 to 6 weeks","Healthy","Healthy",2018-06-26,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly","Healthy",2018-11-16,2018-11-16,"Adoption","Grays Ferry Avenue","Grays Ferry Avenue","PHILADELPHIA","PA",19145,143,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5bd702e9dc58f22d1b610df9","Cat","Domestic Shorthair","Mix","M","Yes",1,"4 to 6 weeks",NA,"Healthy",2018-06-26,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly",NA,2018-11-04,2018-11-04,"Adoption","Foster Home","PAWS Foster Program","BERLIN","NJ",8009,131,"Tue","5bd702e9dc58f22d1b610df9","cat","2018-10-29 12:54:01",NA,0.24,0.24,0.24,NA,0.24,3.09,"Mon",2018-10-29,"today","myself",TRUE,"2",0,"yes","no-allergies","family-member-or-friend",NA,500,2500,4,6,"none","insta,other",0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b726aaf568a510b9c907379","Cat","Domestic Shorthair","Mix","M","Yes",1,"4 to 6 weeks",NA,"Under 7 Weeks",2018-06-26,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly",NA,2018-09-22,2018-09-22,"Adoption","Foster Home","PAWS Foster Program","BENSALEM","PA",19020,88,"Tue","5b726aaf568a510b9c907379","cat","2018-08-14 05:37:51",NA,1.32,1.32,1.32,NA,1.32,2.48,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b92b939a0a40185e577c809","Cat","Domestic Shorthair","Mix","F","Yes",1,"4 to 6 weeks",NA,"Under 7 Weeks",2018-06-26,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly","Healthy",2018-09-19,2018-09-19,"Adoption","PAC","PAC","PHILADELPHIA","PA",19106,85,"Tue","5b92b939a0a40185e577c809","cat","2018-09-07 17:45:29",NA,0.89,0.89,0.89,NA,0.89,12.05,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b5cd516c6ab697a95aff1f5","Cat","Domestic Shorthair","Mix","F","Yes",1,"4 to 6 weeks",NA,"Under 7 Weeks",2018-06-26,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly",NA,2018-09-10,2018-09-10,"Adoption","PAC","PAC","PHILADELPHIA","PA",19125,76,"Tue","5b5cd516c6ab697a95aff1f5","cat","2018-07-28 20:41:58",NA,0.01,0.01,0.01,NA,0.01,0.01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b2bd6972973450f858363d9","Dog","Maltese","Mix","F","Yes",84,"6 to 10 years",NA,"Healthy",2018-06-26,"Owner/Guardian Surrender","In Person Surrender to Shelter","Health of Animal","PAWS Foster Program",NA,NA,2018-08-30,2018-08-30,"Adoption","Foster Home","PAWS Foster Program","PHILADELPHIA","PA",19115,65,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b4101b9a9eca0cd09e3b1fa","Cat","Domestic Shorthair","Mix","F","Yes",16,"1 to 2 years",NA,"Healthy",2018-06-26,"Stray","Project Meow",NA,"Grays Ferry Avenue",NA,NA,2018-07-28,2018-07-28,"Adoption","Petsmart Oregon Avenue","PAWS Offsite Adoptions","PHILADELPHIA","PA",19145,32,"Tue","5b4101b9a9eca0cd09e3b1fa","cat","2018-07-07 18:08:57",NA,0.01,0.01,0.01,NA,0.01,0.01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b3299c795f1b698e5cf2110","Cat","Domestic Shorthair","Mix","F","Yes",18,"1 to 2 years",NA,"Healthy",2018-06-26,"Stray","Project Meow",NA,"Grays Ferry Avenue",NA,NA,2018-07-01,2018-07-01,"Adoption","PAC","PAC","CONSHOHOCKEN","PA",19428,5,"Tue","5b3299c795f1b698e5cf2110","cat","2018-06-26 19:53:44",NA,0.09,0.09,0.09,NA,0.08,0.09,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b684ebec5857e5cc0b49880","Cat","Domestic Shorthair","Mix","F","Yes",15,"1 to 2 years",NA,"Healthy",2018-06-26,"Stray","Project Meow",NA,"Grays Ferry Avenue",NA,NA,2018-08-19,2018-08-19,"Adoption","Petsmart Oregon Avenue","PAWS Offsite Adoptions","PHILADELPHIA","PA",19139,54,"Tue","5b684ebec5857e5cc0b49880","cat","2018-08-06 13:35:58",NA,2.27,2.27,2.26,NA,2.26,3.21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5bad5ca7987faa03681c2eb7","Cat","Domestic Shorthair","Mix","M","Yes",1,"4 to 6 weeks",NA,"Sick",2018-06-27,"Transfer In","Partner Transfer In","Rescue","Grays Ferry Avenue","ACCT Philly",NA,2018-10-26,2018-10-26,"Adoption","PAC","PAC","PHILADELPHIA","PA",19140,121,"Wed","5bad5ca7987faa03681c2eb7","cat","2018-09-27 22:41:43",NA,2.72,14.85,13.87,NA,2.71,2.73,"Thu",2018-09-27,"today","myself,mouser,my-kids",FALSE,"0",2,"yes","no-allergies","myself",NA,120,50,8,8,"becomes-aggressive,litter-box-issues",NA,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
